# Sparse Matrix (Morse)  
# first line: n m (is symmetic) nbcoef 
# after for each nonzero coefficient:   i j a_ij where (i,j) \in  {1,...,n}x{1,...,m} 
19594 2990 0  6028
       77      2842 -1.7722136636671992349e-007
       78      2801 -1.4563846313333322496e-033
       78      2802 -1.0058708786925241539e-009
       78      2805 2.8749636859999901776e-033
       78      2806 9.8766091326529015755e-008
       78      2821 -9.9267195999992024068e-035
       78      2822 1.0160559493026614981e-007
       78      2825 -2.9816851739999834668e-033
       78      2826 1.0368098414628183095e-007
       78      2841 1.4716867820000002841e-033
       78      2842 8.7851848073899802385e-010
       79      2781 -9.9421957000000106257e-033
       79      2782 1.6330940029105067701e-007
       79      2785 1.975632988000008158e-032
       79      2786 -0.07679253355415049942
       79      2801 -3.2469349200008181447e-034
       79      2802 -0.076985219120450240626
       79      2805 -2.0111304896000142161e-032
       79      2806 -0.077177947797066645541
       79      2821 9.9912643613333301154e-033
       79      2822 -1.7049445303826682441e-007
       80      2781 -1.4414634213333344678e-033
       80      2782 -1.1071743473553908312e-009
       80      2785 2.8455202960000109328e-033
       80      2786 9.0909475996911813656e-008
       80      2801 -9.7290901666678842539e-035
       80      2802 9.3129952310324177361e-008
       80      2805 -2.9505748393333542159e-033
       80      2806 9.4742607811759233468e-008
       80      2821 1.4563846313333324207e-033
       80      2822 1.0058708786924687328e-009
       81      2761 -9.8917303940000044944e-033
       81      2762 1.5574780440341662313e-007
       81      2765 1.9656112837999977486e-032
       81      2766 -0.076402388009404825775
       81      2781 -3.2956595899999642794e-034
       81      2782 -0.076597111478189330858
       81      2785 -2.0012452919999873341e-032
       81      2786 -0.076791880316549099295
       81      2801 9.9421957000000065204e-033
       81      2802 -1.6330940031967361437e-007
       82      2761 -1.4264619206666672641e-033
       82      2762 -1.1851450779291365758e-009
       82      2765 2.8159136446666651647e-033
       82      2766 8.3583708511444252825e-008
       82      2781 -9.7214374333329248157e-035
       82      2782 8.5266155751188440008e-008
       82      2785 -2.9203333893333139382e-033
       82      2786 8.6480778607490012103e-008
       82      2801 1.4414634213333339547e-033
       82      2802 1.1071743473554239184e-009
       83      2741 -9.8432162893333297069e-033
       83      2742 1.4796921552710090575e-007
       83      2745 1.955979725199993191e-032
       83      2746 -0.07602093985767804929
       83      2761 -3.2104805699993086019e-034
       83      2762 -0.076211329102165964455
       83      2765 -1.991080873799998028e-032
       83      2766 -0.076401765018187170475
       83      2781 9.8917303939999990206e-033
       83      2782 -1.5574780442163121963e-007
       84      2741 -1.4118556073333329831e-033
       84      2742 -1.2446469895081218776e-009
       84      2745 2.7870915579999909847e-033
       84      2746 7.6771740123903996732e-008
       84      2761 -9.5240179999986374636e-035
       84      2762 7.7985939896552834002e-008
       84      2765 -2.8899340379999953386e-033
       84      2766 7.8843128199727670125e-008
       84      2781 1.4264619206666665798e-033
       84      2782 1.1851450779291547738e-009
       85      2721 -9.7934463273332905826e-033
       85      2722 1.4002619296970414409e-007
       85      2725 1.946026152466676072e-032
       85      2726 -0.075635446413181636749
       85      2741 -3.2571307633340720818e-034
       85      2742 -0.075827873367931092341
       85      2745 -1.9813067905333460815e-032
       85      2746 -0.076020347980816152522
       85      2761 9.8432162893333297069e-033
       85      2762 -1.4796921549587588318e-007
       86      2721 -1.397187790666660391e-033
       86      2722 -1.286928316404367662e-009
       86      2725 2.7580461013333462975e-033
       86      2726 7.0418436474268129189e-008
       86      2741 -9.5145835000012364368e-035
       86      2742 7.123263830075855325e-008
       86      2745 -2.8603308713333525795e-033
       86      2746 7.1793152165871717671e-008
       86      2761 1.4118556073333331541e-033
       86      2762 1.2446469895080904447e-009
       87      2701 -9.7446524219999940217e-033
       87      2702 1.3202558439388834e-007
       87      2705 1.9363384834000012449e-032
       87      2706 -0.075254402281318383272
       87      2721 -3.2145119133349479972e-034
       87      2722 -0.07544462029303861117
       87      2725 -1.971352378466666709e-032
       87      2726 -0.075634886308409879363
       87      2741 9.7934463273333685845e-033
       87      2742 -1.4002619292807078066e-007
       88      2701 -1.3827728113333323906e-033
       88      2702 -1.3159268543567923943e-009
       88      2705 2.7296005793333348164e-033
       88      2706 6.4509534268456137747e-008
       88      2721 -9.3797179000022727822e-035
       88      2722 6.497712435241086342e-008
       88      2725 -2.8307050613333322148e-033
       88      2726 6.5270723208650741259e-008
       88      2741 1.3971877906666715097e-033
       88      2742 1.2869283164043411922e-009
       89      2681 -9.6955766833333990866e-033
       89      2682 1.2402166895460892126e-007
       89      2685 1.9265943870000144893e-032
       89      2686 -0.074873557888745043143
       89      2701 -3.2186770799972565214e-034
       89      2702 -0.075063692022116823566
       89      2705 -1.9615224854000012902e-032
       89      2706 -0.075253874178980856291
       89      2721 9.7446524219999994955e-033
       89      2722 -1.3202558437914319045e-007
       90      2681 -1.368432779333342683e-033
       90      2682 -1.333030928797302244e-009
       90      2685 2.7013014486666876499e-033
       90      2686 5.9001635973413168683e-008
       90      2701 -9.3114704666629855098e-035
       90      2702 5.9175043635542726189e-008
       90      2705 -2.8014906660000022725e-033
       90      2706 5.9245826851029007875e-008
       90      2721 1.3827728113333334169e-033
       90      2722 1.3159268543567808138e-009
       91      2661 -9.647335013333331416e-033
       91      2662 1.1607645820921330682e-007
       91      2665 1.9170170539999819806e-032
       91      2666 -0.074497157172292605143
       91      2681 -3.1782117166647829545e-034
       91      2682 -0.074685085651548521746
